id,license,file_name,height,width,date_captured,extra,file_path,label
23,1,9_126_jpg.rf.9CIINn1zQylkTn1o82Oz.jpg,222,294,2026-05-25T11:37:05+00:00,{'name': '9_126.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\9_126_jpg.rf.9CIINn1zQylkTn1o82Oz.jpg,Melanoma
24,1,ISIC_6658067_jpg.rf.v33jT1J9C6t4UDWuq0PD.jpg,512,512,2026-05-25T11:37:05+00:00,{'name': 'ISIC_6658067.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\ISIC_6658067_jpg.rf.v33jT1J9C6t4UDWuq0PD.jpg,Melanoma
25,1,t-Urticaria-Vasculitis-8_jpg.rf.e9wAqXSTVfp8okBoX6oJ.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-Urticaria-Vasculitis-8.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-Urticaria-Vasculitis-8_jpg.rf.e9wAqXSTVfp8okBoX6oJ.jpg,Hives
26,1,chickenpox_face_jpg.rf.IYb09DVEXzlrTvIL5FoT.jpg,975,650,2026-05-25T11:37:05+00:00,{'name': 'chickenpox_face.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox_face_jpg.rf.IYb09DVEXzlrTvIL5FoT.jpg,ChickenPox
27,1,ISIC_6655446_jpg.rf.o6C7ZycX0cCulsIqELjQ.jpg,512,512,2026-05-25T11:37:05+00:00,{'name': 'ISIC_6655446.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\ISIC_6655446_jpg.rf.o6C7ZycX0cCulsIqELjQ.jpg,Melanoma
28,1,9_282_jpg.rf.D8igddpO7PJhI5KppkLG.jpg,222,294,2026-05-25T11:37:05+00:00,{'name': '9_282.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\9_282_jpg.rf.D8igddpO7PJhI5KppkLG.jpg,Melanoma
29,1,t-eczema-foot-97_jpg.rf.NFp3vtnWE1LZnV3RVNWi.jpg,477,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-foot-97.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-foot-97_jpg.rf.NFp3vtnWE1LZnV3RVNWi.jpg,Eczema
30,1,chickenpox-1296x728-body_jpg.rf.JcrJ9MsA0FgAjY4LT0FW.jpg,728,1296,2026-05-25T11:37:05+00:00,{'name': 'chickenpox-1296x728-body.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox-1296x728-body_jpg.rf.JcrJ9MsA0FgAjY4LT0FW.jpg,ChickenPox
31,1,t-eczema-fingertips-81_jpg.rf.O6iBKHRe8uAbCCAe5OT3.jpg,720,477,2026-05-25T11:37:05+00:00,{'name': 't-eczema-fingertips-81.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-fingertips-81_jpg.rf.O6iBKHRe8uAbCCAe5OT3.jpg,Eczema
32,1,9_249_jpg.rf.MiDUzSuN4jSI1oBAAD0s.jpg,222,294,2026-05-25T11:37:05+00:00,{'name': '9_249.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\9_249_jpg.rf.MiDUzSuN4jSI1oBAAD0s.jpg,Melanoma
33,1,v-melanocytic-nevi-79_jpg.rf.ynKQod6MCBd457xLCIdd.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 'v-melanocytic-nevi-79.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\v-melanocytic-nevi-79_jpg.rf.ynKQod6MCBd457xLCIdd.jpg,Melanoma
34,1,t-eczema-subacute-81_jpg.rf.1UEtI4K088rNg3F5zkkd.jpg,477,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-subacute-81.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-subacute-81_jpg.rf.1UEtI4K088rNg3F5zkkd.jpg,Eczema
35,1,9_2_jpg.rf.wj3wuvMZbJZPg3L9TvJV.jpg,222,294,2026-05-25T11:37:05+00:00,{'name': '9_2.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\9_2_jpg.rf.wj3wuvMZbJZPg3L9TvJV.jpg,Melanoma
36,1,t-eczema-hand-14_jpg.rf.OspA5tjlZI7hrOoSa94L.jpg,480,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-hand-14.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-hand-14_jpg.rf.OspA5tjlZI7hrOoSa94L.jpg,Eczema
37,1,t-Urticaria-Vasculitis-13_jpg.rf.g7UwNannDoJ0EGGcU1VN.jpg,720,495,2026-05-25T11:37:05+00:00,{'name': 't-Urticaria-Vasculitis-13.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-Urticaria-Vasculitis-13_jpg.rf.g7UwNannDoJ0EGGcU1VN.jpg,Hives
38,1,t-hives-Urticaria-Acute-80_jpg.rf.wKA5CMWTSgYb6690AdUE.jpg,720,483,2026-05-25T11:37:05+00:00,{'name': 't-hives-Urticaria-Acute-80.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-hives-Urticaria-Acute-80_jpg.rf.wKA5CMWTSgYb6690AdUE.jpg,Hives
39,1,ISIC_6656318_jpg.rf.wLxaDRowdJ9a9GceIRWb.jpg,512,512,2026-05-25T11:37:05+00:00,{'name': 'ISIC_6656318.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\ISIC_6656318_jpg.rf.wLxaDRowdJ9a9GceIRWb.jpg,Melanoma
40,1,t-eczema-foot-75_jpg.rf.UWh2IIqjiA46UzcZacbV.jpg,477,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-foot-75.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-foot-75_jpg.rf.UWh2IIqjiA46UzcZacbV.jpg,Eczema
41,1,baby-chicken-pox-rash-varicella-virus-chickenpox-bubble-rash-child-dermatology-concept-toddler-shows-blemishes-hi-112752663_jpg.rf.KdfyVMGQnY0tIbn7plzD.jpg,900,600,2026-05-25T11:37:05+00:00,{'name': 'baby-chicken-pox-rash-varicella-virus-chickenpox-bubble-rash-child-dermatology-concept-toddler-shows-blemishes-hi-112752663.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\baby-chicken-pox-rash-varicella-virus-chickenpox-bubble-rash-child-dermatology-concept-toddler-shows-blemishes-hi-112752663_jpg.rf.KdfyVMGQnY0tIbn7plzD.jpg,ChickenPox
42,1,chickenpox-in-adults-722x406_jpg.rf.RGoq7rqoifN4rTYAaUO6.jpg,406,722,2026-05-25T11:37:05+00:00,{'name': 'chickenpox-in-adults-722x406.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox-in-adults-722x406_jpg.rf.RGoq7rqoifN4rTYAaUO6.jpg,ChickenPox
43,1,9_317_jpg.rf.O013vdba9iRPrPUhd9z4.jpg,222,294,2026-05-25T11:37:05+00:00,{'name': '9_317.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\9_317_jpg.rf.O013vdba9iRPrPUhd9z4.jpg,Melanoma
44,1,t-eczema-hand-155_jpg.rf.O78XRnAzZacdcdFQQmfh.jpg,477,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-hand-155.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-hand-155_jpg.rf.O78XRnAzZacdcdFQQmfh.jpg,Eczema
45,1,t-eczema-fingertips-80_jpg.rf.3hPpK6DsoJMthETtmeeo.jpg,477,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-fingertips-80.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-fingertips-80_jpg.rf.3hPpK6DsoJMthETtmeeo.jpg,Eczema
46,1,t-stasis-dermatitis-174_jpg.rf.5nEPLD1s1C0G3ltxI5Qc.jpg,720,480,2026-05-25T11:37:05+00:00,{'name': 't-stasis-dermatitis-174.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-stasis-dermatitis-174_jpg.rf.5nEPLD1s1C0G3ltxI5Qc.jpg,Eczema
47,1,276293_jpg.rf.y50DVSx3GAC0hy7jkX2L.jpg,235,369,2026-05-25T11:37:05+00:00,{'name': '276293.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\276293_jpg.rf.y50DVSx3GAC0hy7jkX2L.jpg,Hives
48,1,v-stasis-dermatitis-1_jpg.rf.6pUfOelSv9yQt1gMKRGd.jpg,720,581,2026-05-25T11:37:05+00:00,{'name': 'v-stasis-dermatitis-1.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\v-stasis-dermatitis-1_jpg.rf.6pUfOelSv9yQt1gMKRGd.jpg,Eczema
49,1,t-Urticaria-Vasculitis-2_jpg.rf.gwy4ag5OTGuQifF8XahH.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-Urticaria-Vasculitis-2.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-Urticaria-Vasculitis-2_jpg.rf.gwy4ag5OTGuQifF8XahH.jpg,Hives
50,1,t-eczema-fingertips-44_jpg.rf.0lGJ8WhP9599X8I9xOVS.jpg,720,480,2026-05-25T11:37:05+00:00,{'name': 't-eczema-fingertips-44.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-fingertips-44_jpg.rf.0lGJ8WhP9599X8I9xOVS.jpg,Eczema
51,1,images_jpg.rf.MvJF34J2fDs5uyZOjRPB.jpg,225,225,2026-05-25T11:37:05+00:00,{'name': 'images.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\images_jpg.rf.MvJF34J2fDs5uyZOjRPB.jpg,ChickenPox
52,1,Urticaria-02_jpg.rf.NFlokTdteDtKJoDo9yUp.jpg,368,350,2026-05-25T11:37:05+00:00,{'name': 'Urticaria-02.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\Urticaria-02_jpg.rf.NFlokTdteDtKJoDo9yUp.jpg,Hives
53,1,chickenpox_adult_back_jpg.rf.QyTMGNF8hky4Nsrqdko5.jpg,1500,1319,2026-05-25T11:37:05+00:00,{'name': 'chickenpox_adult_back.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox_adult_back_jpg.rf.QyTMGNF8hky4Nsrqdko5.jpg,ChickenPox
54,1,ISIC_6661491_jpg.rf.z88KwshHIsxpuuW1QIZs.jpg,512,512,2026-05-25T11:37:05+00:00,{'name': 'ISIC_6661491.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\ISIC_6661491_jpg.rf.z88KwshHIsxpuuW1QIZs.jpg,Melanoma
55,1,t-eczema-hand-169_jpg.rf.OwbdP5ugsilbpaaL66Ij.jpg,720,477,2026-05-25T11:37:05+00:00,{'name': 't-eczema-hand-169.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-hand-169_jpg.rf.OwbdP5ugsilbpaaL66Ij.jpg,Eczema
56,1,chickenpox_body_jpg.rf.SdG63shHtZFdaGvOd46K.jpg,975,650,2026-05-25T11:37:05+00:00,{'name': 'chickenpox_body.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox_body_jpg.rf.SdG63shHtZFdaGvOd46K.jpg,ChickenPox
57,1,t-eczema-nummular-123_jpg.rf.Bq4l9kDSNRq8kZEsVfXX.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-nummular-123.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-nummular-123_jpg.rf.Bq4l9kDSNRq8kZEsVfXX.jpg,Eczema
58,1,t-eczema-hand-115_jpg.rf.XNTzkIETAF9YkBn4Qdaz.jpg,480,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-hand-115.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-hand-115_jpg.rf.XNTzkIETAF9YkBn4Qdaz.jpg,Eczema
59,1,t-eczema-fingertips-16_jpg.rf.Hwxbi4igZlKkTlCqB6C7.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-fingertips-16.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-fingertips-16_jpg.rf.Hwxbi4igZlKkTlCqB6C7.jpg,Eczema
60,1,t-eczema-foot-86_jpg.rf.Yd1bDFQCdWlOULNQTuW3.jpg,477,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-foot-86.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-foot-86_jpg.rf.Yd1bDFQCdWlOULNQTuW3.jpg,Eczema
61,1,chickenpox57_png.rf.yHkww00XpBuYZ41j2ycZ.png,224,224,2026-05-25T11:37:05+00:00,"{'user_tags': ['ChickenPox'], 'name': 'chickenpox57.png'}",Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox57_png.rf.yHkww00XpBuYZ41j2ycZ.png,ChickenPox
62,1,t-eczema-fingertips-94_jpg.rf.V4SfWAUUaDQQfkqKBi4a.jpg,720,477,2026-05-25T11:37:05+00:00,{'name': 't-eczema-fingertips-94.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-fingertips-94_jpg.rf.V4SfWAUUaDQQfkqKBi4a.jpg,Eczema
63,1,chickenpox102_png.rf.NkX7oA0biKTC2oMNzmnz.png,224,224,2026-05-25T11:37:05+00:00,"{'user_tags': ['ChickenPox'], 'name': 'chickenpox102.png'}",Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox102_png.rf.NkX7oA0biKTC2oMNzmnz.png,ChickenPox
64,1,t-hives-Urticaria-Acute-70_jpg.rf.ysVCTF8lFnT49LHEhF3w.jpg,720,471,2026-05-25T11:37:05+00:00,{'name': 't-hives-Urticaria-Acute-70.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-hives-Urticaria-Acute-70_jpg.rf.ysVCTF8lFnT49LHEhF3w.jpg,Hives
65,1,9_132_jpg.rf.QIb3i822aLTnd8P1hKry.jpg,222,294,2026-05-25T11:37:05+00:00,{'name': '9_132.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\9_132_jpg.rf.QIb3i822aLTnd8P1hKry.jpg,Melanoma
66,1,t-eczema-fingertips-24_jpg.rf.85t8WQM1VZcsQijdgIcw.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-fingertips-24.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-fingertips-24_jpg.rf.85t8WQM1VZcsQijdgIcw.jpg,Eczema
67,1,v-stasis-dermatitis-85_jpg.rf.AnxPJp2EomxyPH0Adhsg.jpg,472,720,2026-05-25T11:37:05+00:00,{'name': 'v-stasis-dermatitis-85.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\v-stasis-dermatitis-85_jpg.rf.AnxPJp2EomxyPH0Adhsg.jpg,Eczema
68,1,t-eczema-hand-173_jpg.rf.NJC3HHszUrfVWsuWhdsa.jpg,720,477,2026-05-25T11:37:05+00:00,{'name': 't-eczema-hand-173.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-hand-173_jpg.rf.NJC3HHszUrfVWsuWhdsa.jpg,Eczema
69,1,t-Urticaria-Vasculitis-18_jpg.rf.iltO8x6vqUWKHXyY3m9A.jpg,477,720,2026-05-25T11:37:05+00:00,{'name': 't-Urticaria-Vasculitis-18.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-Urticaria-Vasculitis-18_jpg.rf.iltO8x6vqUWKHXyY3m9A.jpg,Hives
70,1,t-hives-Urticaria-Acute-6_jpg.rf.vdUxrbH24WZWgkjYJeev.jpg,720,480,2026-05-25T11:37:05+00:00,{'name': 't-hives-Urticaria-Acute-6.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-hives-Urticaria-Acute-6_jpg.rf.vdUxrbH24WZWgkjYJeev.jpg,Hives
71,1,t-eczema-hand-121_jpg.rf.dAivo8wuDHdLxK8sOYqg.jpg,480,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-hand-121.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-hand-121_jpg.rf.dAivo8wuDHdLxK8sOYqg.jpg,Eczema
72,1,l-intro-1669734823_jpg.rf.WbTqTElWZ4G3oI4nrkGD.jpg,900,1600,2026-05-25T11:37:05+00:00,{'name': 'l-intro-1669734823.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\l-intro-1669734823_jpg.rf.WbTqTElWZ4G3oI4nrkGD.jpg,ChickenPox
73,1,t-eczema-subacute-35_jpg.rf.TNBuWJa9Zp01da0X1BTp.jpg,480,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-subacute-35.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-subacute-35_jpg.rf.TNBuWJa9Zp01da0X1BTp.jpg,Eczema
74,1,t-stasis-dermatitis-155_jpg.rf.YHGOMdKytcLkhCX1TARk.jpg,480,720,2026-05-25T11:37:05+00:00,{'name': 't-stasis-dermatitis-155.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-stasis-dermatitis-155_jpg.rf.YHGOMdKytcLkhCX1TARk.jpg,Eczema
75,1,t-eczema-fingertips-7_jpg.rf.paanoRApbpcmnVPVmABV.jpg,480,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-fingertips-7.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-fingertips-7_jpg.rf.paanoRApbpcmnVPVmABV.jpg,Eczema
76,1,varicella104_1_jpg.rf.SmVJJmlI92xLvAkkDX1N.jpg,1536,2038,2026-05-25T11:37:05+00:00,{'name': 'varicella104_1.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\varicella104_1_jpg.rf.SmVJJmlI92xLvAkkDX1N.jpg,ChickenPox
77,1,chickenpox44_png.rf.OYkRVS9MkoITTWzUtgmI.png,224,224,2026-05-25T11:37:05+00:00,"{'user_tags': ['ChickenPox'], 'name': 'chickenpox44.png'}",Skin_desease_(Perbaikan)_dataset.coco\train\chickenpox44_png.rf.OYkRVS9MkoITTWzUtgmI.png,ChickenPox
78,1,9_14_jpg.rf.RwU6unmshzl8BGHMvty4.jpg,222,294,2026-05-25T11:37:05+00:00,{'name': '9_14.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\9_14_jpg.rf.RwU6unmshzl8BGHMvty4.jpg,Melanoma
79,1,m1300898-800px-wm_jpg.rf.TvpjKT87FBF0OKJuWKkr.jpg,800,531,2026-05-25T11:37:05+00:00,{'name': 'm1300898-800px-wm.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\m1300898-800px-wm_jpg.rf.TvpjKT87FBF0OKJuWKkr.jpg,ChickenPox
80,1,0_6_jpg.rf.8uiiVXJs3T54BjqpAp6p.jpg,222,294,2026-05-25T11:37:05+00:00,{'name': '0_6.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\0_6_jpg.rf.8uiiVXJs3T54BjqpAp6p.jpg,Eczema
81,1,v-eczema-hand-116_jpg.rf.Md0N57eyNiTXDBKSW3yb.jpg,480,720,2026-05-25T11:37:05+00:00,{'name': 'v-eczema-hand-116.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\v-eczema-hand-116_jpg.rf.Md0N57eyNiTXDBKSW3yb.jpg,Eczema
82,1,m1300602-400px-wm_jpg.rf.go6bTCI1wa39j9UaI4IP.jpg,400,281,2026-05-25T11:37:05+00:00,{'name': 'm1300602-400px-wm.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\m1300602-400px-wm_jpg.rf.go6bTCI1wa39j9UaI4IP.jpg,ChickenPox
83,1,t-eczema-foot-29_jpg.rf.2QzrD7clWnnb4vizZPT9.jpg,480,720,2026-05-25T11:37:05+00:00,{'name': 't-eczema-foot-29.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-eczema-foot-29_jpg.rf.2QzrD7clWnnb4vizZPT9.jpg,Eczema
84,1,baby-chicken-pox-rash-varicella-virus-chickenpox-bubble-child-dermatology-concept-skin-110269031_jpg.rf.X9MLMN7rjEN8iKblc5SE.jpg,900,600,2026-05-25T11:37:05+00:00,{'name': 'baby-chicken-pox-rash-varicella-virus-chickenpox-bubble-child-dermatology-concept-skin-110269031.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\baby-chicken-pox-rash-varicella-virus-chickenpox-bubble-child-dermatology-concept-skin-110269031_jpg.rf.X9MLMN7rjEN8iKblc5SE.jpg,ChickenPox
85,1,t-PUPPP-23_jpg.rf.hIcKm4bYpMJ9oq780som.jpg,720,606,2026-05-25T11:37:05+00:00,{'name': 't-PUPPP-23.jpg'},Skin_desease_(Perbaikan)_dataset.coco\train\t-PUPPP-23_jpg.rf.hIcKm4bYpMJ9oq780som.jpg,Hives
